imei,sn,model,firmware,configuration,description,companyname,group,lastlogin
862061046115886,1105855522,FMM130,03.25.10.Rev.175,FMM130-FW03.25.10.Rev.175_ID1.e-CFG001-STDTRCK.cfg,,"Logifleet SA",5080.08,"2020-02-03 11:03:52"
862061046115969,1105855516,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.08,"2020-05-13 10:56:37"
862061046116173,1105855511,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.08,"2020-05-14 23:09:26"
862061046116686,1105854849,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.08,"2020-05-15 01:32:55"
862061046117064,1105855366,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.08,"2020-05-15 00:31:44"
862061046117338,1105855576,FMM130,03.25.10.Rev.175,FMM130-FW03.25.10.Rev.175_ID1.e-CFG001-STDTRCK.cfg,,"Logifleet SA",5080.08,"2020-02-03 10:59:14"
862061046119086,1105854708,FMM130,03.25.10.Rev.175,FMM130-FW03.25.10.Rev.175_ID1.e-CFG001-STDTRCK.cfg,,"Logifleet SA",5080.08,"2020-02-03 11:03:06"
862061046119227,1105854707,FMM130,03.25.10.Rev.175,FMM130-FW03.25.10.Rev.175_ID1.e-CFG001-STDTRCK.cfg,,"Logifleet SA",5080.08,"2020-02-03 10:59:04"
862061046119557,1105856133,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.08,"2020-05-15 01:27:37"
862061046119730,1105854766,FMM130,03.25.10.Rev.175,FMM130-FW03.25.10.Rev.175_ID1.e-CFG001-STDTRCK.cfg,,"Logifleet SA",5080.08,"2020-02-03 11:07:08"
862061046119938,1105854699,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.08,"2020-05-14 22:43:48"
862061046120191,1104394193,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.08,"2020-05-15 08:19:40"
862061046121108,1105855548,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.08,"2020-05-15 02:23:34"
862061046123674,1105855785,FMM130,03.25.10.Rev.175,FMM130-FW03.25.10.Rev.175_ID1.e-CFG001-STDTRCK.cfg,,"Logifleet SA",5080.08,"2020-02-03 10:53:09"
862061046123781,1105855788,FMM130,03.25.10.Rev.175,FMM130-FW03.25.10.Rev.175_ID1.e-CFG001-STDTRCK.cfg,,"Logifleet SA",5080.08,"2020-02-03 10:58:42"
862061046126578,1105856074,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.08,"2020-05-14 23:25:41"
862061046127097,1105856102,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.08,"2020-05-14 23:08:41"
862061046156724,1105855771,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.08,"2020-05-14 17:12:56"
862061046173471,1105855787,FMM130,03.25.10.Rev.175,FMM130-FW03.25.10.Rev.175_ID1.e-CFG001-STDTRCK.cfg,,"Logifleet SA",5080.08,"2020-02-03 10:53:09"
862061046043948,1105855935,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5079.69,"2020-05-15 01:34:54"
862061046117783,1105855362,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5079.69,"2020-05-15 00:49:08"
862061046120068,1104394192,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5079.69,"2020-05-15 01:14:08"
862061046121157,1105855547,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5079.69,"2020-05-15 00:35:56"
862061046174123,1104395391,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5079.69,"2020-05-15 01:47:08"
862061046015441,1105855200,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5079.93,"2020-05-15 08:18:39"
862061046112842,1104350146,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5079.93,"2020-05-15 08:00:31"
862061046131610,1105855594,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5079.93,"2020-05-15 07:46:23"
862061046146196,1104350077,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5079.93,"2020-05-15 07:13:47"
862061046147731,1104350073,FMM130,03.25.10.Rev.175,FMM130-FW03.25.10.Rev.175_ID1.e-CFG001-STDTRCK.cfg,,"Logifleet SA",5079.93,"2020-02-03 13:57:49"
862061046176482,1104349995,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5079.93,"2020-05-15 07:33:48"
862061045964748,1106231012,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5075.41,"2020-05-14 23:37:01"
862061045970166,1106231271,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5075.41,"2020-05-15 00:20:16"
862061045970307,1106231274,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5075.41,"2020-05-14 23:16:15"
862061046139399,1106233508,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5075.41,"2020-05-14 22:36:05"
862061046147871,1104350068,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5075.41,"2020-05-15 01:43:04"
862061046164637,1104349984,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5075.41,"2020-05-15 01:54:43"
864431044815621,1106231866,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5075.41,"2020-05-14 22:39:53"
864431044822650,1106231942,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5075.41,"2020-05-15 07:58:36"
864431044899054,1106232610,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5075.41,"2020-05-14 22:24:31"
864431044952028,1106231556,,,,,"Logifleet SA",5075.41,
864431044965012,1106231446,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5075.41,"2020-05-14 22:52:34"
864431044969345,1106232611,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5075.41,"2020-05-14 22:19:25"
864431044979575,1106232665,,,,,"Logifleet SA",5075.41,
860147040678581,1105891321,FM3001,03.25.05.Rev.00,FM3001-ACC3S_NOIDLE-001.cfg,,"Logifleet SA",5078.26,"2020-05-15 03:52:56"
860147040678615,1105892036,FM3001,03.25.05.Rev.00,FM3001-ACC3S_NOIDLE-001.cfg,,"Logifleet SA",5078.26,"2020-05-14 21:50:03"
862061045964714,1106231017,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5078.26,"2020-05-14 21:11:48"
862061045970299,1106231014,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5078.26,"2020-05-15 01:11:34"
862061046019864,1106233856,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5078.26,"2020-05-15 00:49:41"
862061046024229,1106233848,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5078.26,"2020-05-15 06:46:40"
862061046026158,1105855880,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5078.26,"2020-05-15 06:45:22"
862061046045711,1105854987,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-01-StTk-BP.cfg,,"Logifleet SA",5078.26,"2020-05-14 20:47:17"
862061046126271,1105854328,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-01-StTk.cfg,,"Logifleet SA",5078.26,"2020-05-15 02:34:24"
862061046126362,1105854334,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-01-StTk-BP.cfg,,"Logifleet SA",5078.26,"2020-05-15 03:47:00"
862061046129895,1105854117,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-01-StTk-BP.cfg,,"Logifleet SA",5078.26,"2020-05-15 04:14:37"
862061046142039,1104350142,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-01-StTk-BP.cfg,,"Logifleet SA",5078.26,"2020-05-14 22:11:04"
862061046147780,1104350076,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-01-StTk-BP.cfg,,"Logifleet SA",5078.26,"2020-05-14 21:35:45"
862061046147897,1104350069,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-01-StTk-BP.cfg,,"Logifleet SA",5078.26,"2020-05-14 22:57:33"
864431044809376,1106231731,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5078.26,"2020-05-14 23:51:05"
864431044809509,1106231735,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5078.26,"2020-05-14 23:18:55"
864431044819805,1106231736,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5078.26,"2020-05-15 04:07:34"
864431044819854,1106231727,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5078.26,"2020-05-15 00:09:17"
864431044822833,1106231932,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5078.26,"2020-05-14 12:23:26"
864431044950337,1106231533,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5078.26,"2020-05-14 20:54:53"
864431044951590,1106231679,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5078.26,"2020-05-14 22:46:40"
864431044955039,1106231529,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5078.26,"2020-05-14 22:26:50"
864431044978304,1106233198,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5078.26,"2020-05-15 07:39:05"
864431044978999,1106233195,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5078.26,"2020-05-15 07:58:36"
864431044983429,1106233634,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5078.26,"2020-05-15 00:30:15"
864431044985333,1106232990,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5078.26,"2020-05-14 21:22:31"
864431044985549,1106233022,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5078.26,"2020-05-15 05:29:16"
864431044986356,1106232846,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5078.26,"2020-05-15 08:14:20"
862061046025341,1104394079,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.02,"2020-05-15 06:21:14"
862061046116934,1105855363,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5078.69,"2020-05-14 21:36:24"
864431044819987,1106231737,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5078.69,"2020-05-15 03:45:53"
862061046110077,1104395696,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk-IdFE.cfg,,"Logifleet SA",5079.85,"2020-05-15 08:27:44"
862061046131909,1105855591,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk-IdFE.cfg,,"Logifleet SA",5079.85,"2020-05-14 21:35:06"
862061046131941,1105855585,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-01-StTk-IdFE-BP.cfg,,"Logifleet SA",5079.85,"2020-05-14 21:03:25"
862061046163688,1104350175,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-01-StTk-IdFE-BP.cfg,,"Logifleet SA",5079.85,"2020-05-14 22:15:10"
862061046163696,1104349986,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-01-StTk-IdFE.cfg,,"Logifleet SA",5079.85,"2020-05-15 07:53:50"
862061046164710,1104350125,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-01-StTk-IdFE-BP.cfg,,"Logifleet SA",5079.85,"2020-05-14 23:49:43"
862061046164777,1104350126,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-01-StTk-IdFE-BP.cfg,,"Logifleet SA",5079.85,"2020-05-14 21:09:04"
862061045964656,1106230981,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk-IdFE.cfg,,"Logifleet SA",5075.37,"2020-05-15 05:27:08"
862061045964797,1106230990,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-01-StTk-IdFE.cfg,,"Logifleet SA",5075.37,"2020-04-23 08:07:12"
862061046026877,1104394069,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk-IdFE.cfg,,"Logifleet SA",5075.37,"2020-05-15 01:36:11"
864431044810291,1106231873,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk-IdFE.cfg,,"Logifleet SA",5075.37,"2020-05-15 01:15:59"
864431044815472,1106231868,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk-IdFE.cfg,,"Logifleet SA",5075.37,"2020-05-15 00:22:52"
864431044832949,1106233053,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk-IdFE.cfg,,"Logifleet SA",5075.37,"2020-05-15 01:07:46"
864431044898999,1106233765,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk-IdFE.cfg,,"Logifleet SA",5075.37,"2020-05-15 00:33:41"
864431044951574,1106231604,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk-IdFE.cfg,,"Logifleet SA",5075.37,"2020-05-15 00:53:31"
864431044976134,1106233227,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk-IdFE.cfg,,"Logifleet SA",5075.37,"2020-05-15 01:06:29"
864431044978338,1106233225,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk-IdFE.cfg,,"Logifleet SA",5075.37,"2020-05-15 01:21:56"
864431044985499,1106232964,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk-IdFE.cfg,,"Logifleet SA",5075.37,"2020-05-14 23:09:31"
862061046126669,1105856071,FMM130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-01-StTk-IdFE.cfg,,"Logifleet SA",5075.16,"2020-02-19 09:52:50"
862061046119243,1105854845,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-01-StTk-BP.cfg,,"Logifleet SA",5080.17,"2020-05-15 07:57:16"
862061046164652,1104350121,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.17,"2020-05-15 08:29:01"
862061046029673,1105867464,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.47,"2020-05-15 01:57:56"
862061046105069,1106233464,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk-IdFE.cfg,,"Logifleet SA",5076.47,"2020-05-14 20:53:26"
862061046116959,1105855346,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.47,"2020-05-15 00:32:02"
862061046129671,1105854112,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.47,"2020-05-15 01:07:37"
862061046140744,1106233593,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk-IdFE.cfg,,"Logifleet SA",5076.47,"2020-05-15 07:26:09"
862061046173927,1105855727,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.47,"2020-05-15 01:29:46"
862061046126412,1105854338,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5078.00,"2020-05-15 07:55:01"
862061046129135,1105854121,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5078.00,"2020-05-15 08:07:19"
864431044967232,1106231443,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk-IdFE.cfg,,"Logifleet SA",5079.17,"2020-05-14 22:29:41"
864431044981571,1106232620,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-01-StTk-IdFE.cfg,,"Logifleet SA",5079.17,"2020-05-15 06:17:51"
862061045964961,1106231016,FMU130,03.25.10.Rev.175,,,"Logifleet SA",5080.01,"2020-05-15 00:05:21"
862061045965117,1106231013,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.01,"2020-05-15 04:02:34"
862061045970018,1106231015,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.01,"2020-05-15 00:05:42"
862061045970281,1106231018,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.01,"2020-05-15 04:17:17"
862061045970315,1106231275,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.01,"2020-05-15 01:52:01"
862061045970398,1106231267,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.01,"2020-05-15 02:16:59"
862061046022298,1106233823,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.01,"2020-05-15 02:27:36"
862061046023726,1106233825,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.01,"2020-05-15 00:54:08"
862061046136767,1106233632,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.01,"2020-05-15 02:38:59"
862061046140215,1106233511,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.01,"2020-05-14 22:34:01"
862061046144787,1106233568,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.01,"2020-05-14 23:34:32"
864431044809350,1106231602,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.01,"2020-05-15 00:38:13"
864431044809475,1106231734,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.01,"2020-05-15 03:17:39"
864431044809962,1106231933,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.01,"2020-05-15 07:33:28"
864431044810788,1106231854,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.01,"2020-05-15 07:54:30"
864431044815761,1106231850,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.01,"2020-05-14 23:17:47"
864431044822825,1106231941,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.01,"2020-05-14 23:30:55"
864431044881391,1106233051,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.01,"2020-05-14 22:07:28"
864431044942185,1106231674,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.01,"2020-05-14 21:07:37"
864431044944041,1106231650,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.01,"2020-05-15 02:37:50"
864431044944090,1106231646,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.01,"2020-05-15 01:51:37"
864431044945089,1106231653,,,,,"Logifleet SA",5080.01,
864431044951913,1106231597,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.01,"2020-05-15 01:23:45"
864431044955369,1106231678,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.01,"2020-05-14 20:30:40"
864431044955377,1106231684,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.01,"2020-05-15 01:06:46"
864431044958058,1106232707,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-01-StTk.cfg,,"Logifleet SA",5080.01,"2020-05-14 20:51:45"
864431044965269,1106233127,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-01-StTk.cfg,,"Logifleet SA",5080.01,"2020-05-14 23:03:57"
864431044967208,1106231480,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.01,"2020-05-15 01:57:51"
864431044979831,1106232706,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.01,"2020-05-15 03:04:34"
864431044985432,1106232965,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.01,"2020-05-15 03:55:40"
864431044985655,1106232963,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-01-StTk.cfg,,"Logifleet SA",5080.01,"2020-04-09 00:49:52"
864431044986273,1106232850,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.01,"2020-05-14 22:22:28"
864431044986919,1106232716,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.01,"2020-05-15 00:18:42"
864431044976639,1106233226,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.80,"2020-05-15 01:49:45"
864431044985440,1106232970,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.80,"2020-05-15 01:19:55"
862061045964862,1106230988,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.72,"2020-05-15 06:26:36"
864431044810267,1106231810,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.72,"2020-05-15 06:32:16"
864431044899013,1106233764,,,,,"Logifleet SA",5076.72,
864431044940759,1106231648,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.72,"2020-05-15 06:00:30"
864431044942821,1106231647,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.72,"2020-05-15 06:03:53"
864431044952945,1106231559,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.72,"2020-05-12 10:32:54"
864431044954925,1106231530,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.72,"2020-05-15 06:11:01"
864431044955062,1106231528,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.72,"2020-05-15 06:20:41"
864431044964833,1106232664,FMM130,03.25.10.Rev.175,,,"Logifleet SA",5076.72,"2020-03-17 05:37:42"
864431044984781,1106232999,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.72,"2020-05-15 02:44:16"
864431044985341,1106232967,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.72,"2020-05-15 06:42:24"
